number,text
242,"micro:bitをPythonで動 作さ せる オフライン環境のエディタとして, Muがある。micro:bitのオンラインエディタMicroPythonドキュメントでは,標準開発環境よりも,このMuを勧めている。MicroPythonでは,プログラムから変更されたhexファイルをコンピュータにダウンロードした後にmicro:bitに転送するが,Muでは画面内の「転送」を押すだけで直接micro:bitに転送されるので便利である。MuはWindowsとMac OSに対応している。Muのインストールが難しい場合は,オンラインエディタMicroPythonの使用を推奨する。"
243,"順次の例として,ここではLEDで○を1秒間点灯したあと消灯するプログラムを示す。"
244,"順次のプログラム python from microbit import * #マイクロビット用モジュールの読み込み maru = Image(""09990:"" #maruの中のLEDの明るさは ""90009:"" #0 ~ 9段階で表示するデータを入力 ""90009:"" #0は明りがなく、9がもっとも明るい ""90009:"" ""09990:"") display.show(maru) # LEDにmaruで設定したものを表示させる sleep(1000) #1秒停止 display.clear() # LEDの表示を消す"
245,"分岐の例として,micro:bitの加速度センサが右に傾いているデータを検出すれば,LEDに「R」が点灯し,そうでなければLEDに「-」が点灯するプログラムを示す。"
246,"分岐のプログラム python from microbit import * #マイクロビット用モジュールの読み込み while True: #ずっと繰り返す reading = accelerometer.get_x() #加速度センサのx軸の傾きを読む if reading > 100: # X軸の傾きが100より大きいなら display.show(""R"") # LEDに「R」を表示 else: #そうでなければ display.show(""-"") # LEDに「-」を表示"
247,"反復の例として,0から9までの数字を順に表示するプログラムを示す。"
248,"反復のプログラム python from microbit import * #マイクロビット用モジュールの読み込み for i in range(10): #i=0,1,…9とカウントを進めながら以下の処理を繰り返し行う display.show(i) #LEDにiの値を表示 sleep(1000) # 1秒停止 display.clear() #LEDを消す sleep(1000) # 1秒停止"
249,"問題を解決するための方法や手順をアルゴリズムといい,アルゴリズムをコンピュータが実行できる形式であらわしたものをプログラムという。アルゴリズムは流れ図(フローチャート)などを用いて図式化するとわかりやすい。アルゴリズムはプログラミング言語を用いてプログラムにすることで,コンピュータに実行させることができる。"
250,"どのようなアルゴリズムでも,処理の流れは,1つ1つの処理を順番に行う「順次」, ある条件に応じて異なる処理を実行する分岐, ある条件が満たされている間はその処理を繰り返し実行する「反復」の3つの構造の組み合わせで構成されている。このような処理の流れを制御構造という。"
251,"流れ図を使って表現すると,処理の流れを視覚的に表現することが可能となる。制御構造を流れ図で表現するにあたり,各構造は図表1のようになり,3つの構造を組み合わせて流れ図を書くと,図表2のように表現することができる。"
252,"アルゴリズムを表現する方法は多様である。ここでは,フローチャートを紹介したが,目的や内容に応じて適切なものを使い分けるようにしたい。"
253,"UML(Unified Modeling Language)に含まれるアクティビティ図やシーケンス図のように,複数の処理が互いに通信しながら動作を進める様子を表現できる表記法も利用されている。"
254,本学習では分岐についてプログラムのコードを書く。この節で使用する関数等の説明は以下の図表4に示す。
255,"今回の例では「おはよう」「こんにちは」「おやすみ」の順に画面にメッセージが表示されるプログラムを作成するものとする。流れ図は以下の図表5の通りになり,プログラミングの処理を日本語で記述したリストは図表6の通りになる。"
256,"図表5の流れ図,図表6の日本語記述をコードに置き換えたのが図表7である。処理は上の行から下の行の順に処理が進められる。"
257,"点数xが60点以上ならば,「合格」を表示し,そうでなければ「不合格」を表示するプログラムを作成するものとする。流れ図は以下の図表8の通りになり,プログラミングの処理を日本語で記述したリストは図表9の通りになる。ただしxの値は80とする。"
258,"点数xが60点以上ならば,「合格」を表示し,そうでなければ「不合格」を表示するプログラムを作成するものとする。流れ図は以下の図表8の通りになり,プログラミングの処理を日本語で記述したリストは図表9の通りになる。ただしxの値は80とする。"
259,"変数xに対して10を5回加算をしながらその都度xの値を表示するプログラムを作成するものとする。流れ図は以下の図表11の通りになり,プログラムの処理を日本語で記述したリストは図表12の通りになる。ただしxの初期値は0とする。"
260,"図表11の流れ図,図表12の日本語記述をコードに置き換えたのが図表13である。"
261,"i in range(1,6,1)を示す値は1 ≦ i < 6となることに留意する必要がある。今回の例では10を5回加えるので,最終的なxの値は50となる。また,カウントのための変数iをプログラムの中で使用することも可能であり,『繰り返している回数をその都度表示する』といった処理も行うことができる。"
262,"分岐と反復を組み合わせると,「繰り返していく中である条件を満たす場合だけ特定の処理を行う」ことが可能となり,アルゴリズムの表現の幅を広げることができる。"
263,"ここでは変数xに対して10を5回加算をするが,『繰り返している回数が奇数回の場合だけ』xの値を表示するプログラムを作成するものとする。流れ図は以下の図表14の通りになり,プログラムの処理を日本語で記述したリストは図表15の通りになる。ただしxの初期値は0とし,奇数であることを判定する式は2で割った余りが1であることを示す「i%2==1」を使用するものとする。"
264,"図表14の流れ図,図表15の日本語記述をコードに置き換えたのが図表16である。今回の例では10を5回加えるが,iが奇数の時だけxの値を表示しているので,x = 10,30,50の場合だけ値が画面に表示される。"
265,"プログラムは,変数にデータを代入したり,参照したりすることを繰り返しながら動作しているが,複雑なプログラムになってくると,変数名の異なる変数が多くなり,取り扱いが困難になるため,リストが使われることが多い。リストは複数の値を一つの名前(変数名)と番号(添字)によって管理する仕組みである。これを使うと同じデータ型の変数を複数宣言する必要がなくなるため,簡潔にプログラムを記述することができるようになる。そのリストの中にあるひとつひとつの変数を要素といい,要素に付けられた番号を添字という。"
266,"リストの値の参照やリストへの値の代入は,リスト名と添字を使って,「リスト名[添字]」として扱うことが多い。添字を変数で指定することで,その値を変えることで要素を自由に扱うことができる。"
267,"10個の数値からなるリストがあったときに,リスト内の数値の一部を取り出し,足し算するプログラムを以下の図表2に示す。"
268,"Pythonではリストは0番目から始まることに留意する必要がある。このプログラム例ではリストaの3番目と7番目の数値を足し算している。a[3]=17,a[7]=83であるので,足し算の結果は100が表示される。"
269,"次は10個の数値からなるリストがあったときに,リスト内の数値の合計を求めるプログラムを以下の図表3に示す。"
270,このプログラムの実行結果はgoukei=56+3+62+17+87+22+36+83+21+12=399となる。なおa[i]でiの値が変化するたびにリスト内を巡回していることに留意すること。
271,"ある一定の範囲内において,すべての数が同じ確率で現れるような数のことを乱数という。コンピュータはその特質上計算で値を生成するので計算による擬似的な乱数しか生成できない。これを擬似乱数(以後「乱数」と表現する)という。この乱数をプログラム内で用いることにより,実行するたびに処理内容が変わるような変則的なプログラムを作成することが可能となり,プログラムを現実世界のシミュレーションなどに活用することが可能となる。"
272,"ある値aがあるときに,0 ~ 9までの数をランダムに発生させる乱数rと比較して,大きい場合に「aの方が大きい」,小さい場合に「aの方が小さい」,等しい場合に「当たり」と表示するプログラムを図表4に示す。"
273,"Pythonで乱数を扱う場合はrandomモジュールをimport文で読み込む必要があり,「random.randrange(10)」で0 ~ 9の10個の整数をランダムに発生させる乱数として表現している。"
274,"また,乱数の生成の範囲を「0から」ではなく「1から」に変更したい場合も少なからずある。このような場合は生成した乱数に対して1を加えることで,生成した乱数に対して一律に計算がなされるので,0 ~ 9の範囲を1 ~ 10の範囲に変更することが可能となる。"
275,以下の図表5は「1 ~ 10」までの乱数を表示するプログラムのコードである。「random.randrange(10)+1」とすることにより「0 ~ 9」から「1 ~ 10」に変更することが可能となる。
276,"一般にシステム開発などで行われるプログラムは大規模なので,コードの長さも膨大となる。このような場合,文章の章,節,段落のような適切な構造を作らないと,コードの可読性は著しく低くなってしまう。"
277,"そこでプログラムの機能ごとにメインコードから切り離し,関数という単位で分割することで,プログラムを機能ごとに整理,構造化することが可能となる。また,作成した関数はメインコード内で何回でも呼び出すことが可能となるため,作成した機能を再利用することが可能となる。"
278,"数学での関数はy=f(x)のように表現されるが,コンピュータプログラムの関数ではxを引数(ひきすう),yを戻り値と呼んでいる。(図表6参照)"
279,"実際に関数で分割するときには「どのような処理を行っているか」と同時に,引数(処理に必要なデータは何であるか),戻り値(処理結果のデータは何であるか)を把握する必要がある。(図表7参照)"
280,図表3のコードを関数に分割することを考える。関数の処理と引数と戻り値は次の通りになる。(図表8参照)
281,関数に分割した後のコードは以下の図表9である。
282,"Pythonで関数を扱う場合はdef文を使う。この例では「def listgoukei(a)」でlistgoukeiという関数で引数aとして定義しており,リストaの長さは事前にわからないことが多いので,「len(a)」でリストaの大きさを調べている。また,戻り値はreturnで指定する。この関数を使用するには「goukei = listgoukei(a)」としておくと,aを引数として処理結果がgoukeiに代入される。"
283,"一般にシステム開発では作成するプログラムは大規模なので,コードの長さも膨大となり,開発期間もその分大きくかかる。だが,多くのシステムでは「ボタンを押したらウィンドウが開く」や「ボタンを押したらファイルが保存される」処理について共通していることが多い。共通している処理についてAPI(Application Program Interface)として関数に近い形で提供されている。このAPIを使って開発することで,開発期間の短縮につながる。インターネット上のサービスやビッグデータへのWebの通信を利用したアクセス機能を提供しているAPIをWebAPIといい,現在のシステム開発において利用されている。(図表10参照)"
284,"WebAPIを利用し,郵便番号からそれに対応する住所を表示するプログラムを図表11に示す。"
285,なお必要なサービスやデータと引数と戻り値は次の通りである。
286,必要なサービスやデータ:郵便番号に係わるデータ 引数:郵便番号 戻り値:郵便番号に対応する住所
287,"PythonでWebAPIを扱う場合はOSのコマンドプロンプトを起動し,pip install requestsと入力してrequestsモジュールをインストールし,requestsモジュールとjsonモジュールをimport文で取り込む必要がある。また,この例で使用するWebAPIは「http://zipcloud.ibsnet.co.jp/」が提供するものである。この例では指定する郵便番号を「param = {""zipcode"": ""100-0013""}」で郵便番号100-0013を指定している。なお,実行結果は「東京都千代田区霞が関」と表示される。"
288,"線形探索はリストを先頭から順に比較しながら探索値に一致するデータを探し出す探索方法である。探索値とリスト内のデータを先頭から順番に比較していき,一致したデータがあれば,その場所(リストの添字)を表示する。図表1のような7個のデータa[0] ~ a[6]があり,探索値が「82」であるとする。右のフローチャートでは下記の①~③のように,図表1の左側から順に探索値の「82」と比較していくことになる。"
289,"コード例を以下の図表3に示す。aは探索対象のリストであり,pは探索値である。"
290,"リストの中から探索範囲を半分ずつ狭めながら目的のデータを探し出す探索方法である。 ここでは7個のデータa[0] ~ a[6]があり昇順にソートされており,探索値が「43」であるとする。"
291,"コード例を以下の図表6に示す。aは探索対象のリストであり,pは探索値である。"
292,"左側から探索を行う線形探索においては探索値が左端にあるか,右端にあるかによって探索回数が大きく変わり,1回の探索で見つかる場合もあれば,全てのデータを探索する場合も出てくるので,一般的にデータ数が多い場合は線形探索では時間がかかることが多い。"
293,"二分探索の場合は1回の探索で見つからなかった場合でも探索範囲をデータ数の半分に絞ることができるので,線形探索と比較すると,データ数が大きくなっても探索にかかる時間はそれほど増加しない場合が多い。"
294,"最大探索回数だけを比較すると,回数の少ない二分探索がよいアルゴリズムと考えがちだが,二分探索には事前にデータを並べ替えておく必要があり,一概によいアルゴリズムとは言い切れない。例えば「事前にデータが並び替えられている保証がない場合」や「データの数がそれほど多くなく,シンプルなアルゴリズムの方が望ましい場合」などは線形探索の方が有用な場合もある。"
295,"リストなどの中を昇順,降順に並べ替えることをソートといい,選択ソートやクイックソートなどがある。"
296,"選択ソートはリスト内のデータから最小値を探索し,最小値から順に取り出すことで並べ替えを実現するアルゴリズムである。(図表8参照)"
297,コード例を以下の図表9に示す。aはソート対象のリストである。なおa[i]とa[j]の値を入れ替える際には変数tempを使って以下のように行っている。
298,"クイックソートはリスト内の一つのデータを軸として,大小2つに分割した後,分割したデータに対して同じ処理を再度行うことにより並べ替えを実現するアルゴリズムである。(図表10参照)図表10では27と比較して分割した後,小さい方をさらに6と比較して分割している。"
299,コード例を以下の図表11に示す。aはソート対象のリストである。
300,"データ数がN個の場合,選択ソートにおいては「複数の要素から最小値を探す」処理をN-1回行うことになる。したがってデータ数が大きくなればなるほど「最小値を探す」処理の回数が膨大になり,処理に必要な時間が多くなりやすい。"
301,"それに対してクイックソートでは基準値を元に2分割しながら並べ替えの処理を行うので,二分探索と同じようにデータ数が大きくなっても処理の回数が膨大になりにくい。"
302,"しかしながら,クイックソートでは逆順に並べ替えられている場合など,ある条件下では比較を行う回数が膨大になり,選択ソートよりも処理に必要な時間が多くなることもある。"
303,"ソートアルゴリズムの場合においても,必ずしもクイックソートの方が優れたアルゴリズムであるとは言い切れないことがわかる。"
304,"モデルとは,事物や現象の本質的な形状や法則性を抽象化して,より単純化したものを指す言葉であり,事物や現象のモデルを作ることをモデル化と呼ぶ。"
305,"妥当性の高いモデル化ができれば,これを使って実際には行う事が困難な実験を計算だけで行なったり,複雑な現象を再現したりするための手段としても活用できる。"
306,"モデルを使って実際にどのような現象が起こるのかを予測する事を一般にシミュレーションと呼んでいる。シミュレーションを行う際に活用されるのがプログラミング言語や表計算ソフトウェア,シミュレーションソフトウェアなどである。"
307,"モデルは,表現形式や対象の特徴によって分類することができる。静的モデルは,プラスチックモデルや建築図面などのように時間的要素を含まないもので,動的モデルはレジの待ち行列や,気象予測,生物の成長など,時間的要素を含んだ事象のモデルである。また,確定モデルは不規則な現象を含まず,方程式などで表せるモデルであり,確率モデルはサイコロやクジ引きのような不規則な現象を含んだモデルである。"
308,"ここでは,確定モデルの例として,複利法による預金金額の時間的変化を考える。 複利法は元金に利息を加算し,それを次の期間の元金として利息を計算していく方法である。 法則が一定のものは簡単に数式に表すことができる。数式に表す事もモデル化である。"
309,●複利法の数式モデル 次期の金額=現在の金額+利息 利息=現在の金額×利率×時間間隔
310,"この数式モデルをプログラムに置き換えて10年間の預金額の変化を計算すると,次のようになる。"
311,"この実行結果から,5%の利率の場合には9年ほどで1.5倍になることがわかる。 さらにこの数式モデルの計算結果をわかりやすく評価するため,グラフで表示する。 グラフ表示のために,ここではPythonの標準的なライブラリmatplotlibを用いる。 グラフ化する際には,グラフの表題と各軸の単位などのラベル表示をしておく。"
312,"グラフ描画のためのライブラリmatplotlibの導入方法 (要インターネット接続) ・mac OS(Mojave)はターミナルから, \$ python3 -mpip install matplotlib ・windows10はコマンドプロンプトから,"
313,pip install matplotlib
314,"ここでは,サイコロの目の出方について,その傾向をとらえるためのモデル化とシミュレーションについて考えてみる。"
315,"6面体のサイコロは各面積が等しく,振り方に偏りが無ければ,目の出方は各面が6分の1の確率で出現するはずである。まず実際のサイコロを使って各目の出現確率を算出してみる。"
316,"コンピュータ言語には,このような一様乱数を発生させるための関数が標準的な機能として提供されている。一般的には指定した区間の中から一様にランダムな値(一様乱数)を得られる関数となっている。次のプログラムは一様乱数を発生させて表示する。"
317,"プログラムを実行すると,0~1の範囲で実行する度に異なった結果が得られることが確認できる。このような乱数を発生させる関数を使ってサイコロのモデルをプログラミングしてみる。"
318,整数で発生させる乱数はrandint()関数で提供されている。
319,"3行目では,1以上,6+1未満の乱数を発生し,小数点以下を切り捨てて1から6の整数を得ている。実行結果は次のようになる。(数えた数値は毎回異なる)"
320,1から6の目の出現数を度数分布(棒グラフ)に表現するためのプログラムは次のようになる。
321,"確率モデルを使ったシミュレーション手法に,モンテカルロ法がある。モンテカルロ法の特徴は対象のモデルに乱数を大量に生成して入力し,近似解を得ようとする手法である。"
322,"この方法を使って,円周率を求めてみる。"
323,"平面の第1象限部分のX方向に1,Y方向に1の長さをもつ正方形内に,ランダムに点を打つことを考える。ランダムに打った点のうち,半径1,中心座標(0, 0)の単位円の方程式「rr = xx + y*y」の第1象限部分の 範囲に含まれた点の数と,全ての点の数との割合は,点の数が多ければ多いほど,円の第1象限部分の面積(π/4)に近づいてくるはずである。(確率的に近づいてくる。)"
324,"このような事に気が付けば,円周率を求めるプログラムを次のように書くことができる。"
325,"このプログラムを何度か実行してみると,毎回結果が異なることがわかる。また,点の総数を増やすほど,結果が円周率に近づくことも分かる。"
326,"点の様子がわかるよう,円の中に入った点と円の外だった点の色を変えて散布図を作成するプログラムを以下に示す。図表13の13行目の実行結果は,図表14と別のWindowに表示される場合もある。"
327,"物体の放物運動をモデル化し,初速度と投げ上げる角度によって,物体がどのような軌跡を描いて飛んでいくのか,遠くに飛ばすためにはどのような角度で投げるとよいのかという問いの答えを導く。ここでは,単純化のために,空気抵抗を省いてモデル化する。"
328,"物体の移動する軌跡は物体の水平(X)方向と鉛直(Y)方向の移動に分けて考え表現することとし,垂直方向には重力加速度を受ける。"
329,"ここでは,三角関数は速度を縦と横に分けて考えるために用い,運動を表す式では,水平方向は一定の速度,鉛直方向は,一定の割合で下向きに速度が増えていくと考えてモデル化している。自然現象を表すためには,数学や物理の知識が必要なことも生徒に伝えるようにする。"
330,"水平方向は摩擦を受けない条件から等速運動であり,任意の時点での加速度は投げ上げた時の初速度と等しい。"
331,"微小時間後の位置 = 現在の位置 + 現在の速度 × 時間間隔 現在の速度 = 初速度 また,物体を投げ上げる角度と初速度から,水平方向の初速度は, 水平方向の初速度 = 初速度 × cos(投げ上げる角度) である。"
332,"鉛直方向は重力加速度によって速度が変化していく。任意の時点の速度に対し,微小時間後の速度は重力加速度の影響を受けて減少しているため,この間の速度の平均(平均速度)を用いて算出することとする。"
333,"微小時間後の位置 = 現在の位置 + 平均速度 × 時間間隔 平均速度 = (現在の速度 + 微小時間後の速度)/2 微小時間後の速度 = 現在の速度 - 重力加速度 × 時間間隔 また, 鉛直方向の初速度 = 初速度 × sin(投げ上げる角度) である。"
334,"作成した数式モデルをプログラムで記述して実行してみる。さらに,条件を変えながらシミュレーションを繰り返し,問題解決に役立てる事を理解する。"
335,"プログラム中に用いる変数と諸条件の対応をわかりやすくするためにも,変数表を作成しておくとよい。"
336,"さらにこの数式モデルのシミュレーション結果をわかりやすく評価するため,グラフで表示する。"
337,"コンピュータにおける算術演算において,三角関数の引数となる角度は弧度法(ラジアン)である。ラジアンとは,円(扇型)の半径の長さと等しい弧の長さとなる中心角を1とする単位で,0度=0ラジアン,90度=π/2ラジアン,180度はπラジアン,360度=2πラジアンとなる。"
338,角度からラジアンへの変換は角度にπ/ 180を掛ければよい。
339,"放物運動のシミュレーションプログラムの変数を変えながら,同一ファイル内で複数回実行すれば,次のように結果の比較もできる。"
340,"自然界における生物の個体数は,ある一定の環境内で一気に繁殖することがよく知られている。"
341,"おおむね,その環境は限られた範囲内であり,その範囲内に生存しうる個体数の上限をここでは環境収容力と呼ぶ。単位時間あたりに個体数が増加する数は,個体数×増加率で求めることができ,個体数が多くなればなるほど増加数が増える。"
342,"また,単位時間当たりに個体が減少する数は,個体数×減少率で示すことができ,増加数同様に個体数の数に比例して減少する。 一方,環境収容力と個体数の増加は個体の減少に強く働くこととなるため,ここでは, 減少率 = (現在の個体数/環境収容力)×増加率 と定義する。この定義によって,個体数は環境収容力以上の数に増えると増加より減少数の方が増え,一方環境収容力より個体数が少なければ増加数が増える。"
343,"以上の諸量について次のように設定し,プログラミングしてみる。"
344,"このプログラムを実行すると,次のような結果が得られる。"
345,"プログラムでは単位時間あたりの増加率を1%としているが,増加率を引き上げれば生物の繁殖速度を実感できる。"
346,"個体数が制約条件の中で成長するこのような曲線をロジスティック曲線と言い,環境収容力に収束するS字曲線として有名である。"
347,"ブラウン運動や株価の変動など,不確実な現象のシミュレーションとして用いられるモデルに,ランダムウォークがある。"
348,"ここでは,乱数を使ったシミュレーションとしてランダムウォークを取り上げ,複雑な物の動きについて,視覚的に確認できるようなシミュレーションを行ってみる。"
349,"ある物体が次の時間変化後にどの方向に行くか予測できない状況で,その動く方向が一様な乱数に従う場合,現在位置(x 0,y 0)と次の時間変化後の位置(x, y)との関係は,0~1の乱数を発生させる関数random()を用いると, x = x0 + random( ) – 0.5 y = y0 + random( ) – 0.5 と表すことができる。この処理を1000回繰り返してグラフに表示してみる。"
350,"このプログラムを実行すると,実行する度に異なる次のようなグラフ表示がされる。"
351,"ランダムウォークは,でたらめに行動する生物や,人間の行動などを分析するため,様々な分野のシミュレーションの基礎として利用されており,近年では機械学習によく用いられている。"
352,"LAN(Local Area Network)には様々な規模のものがある。家庭やコンビニエンスストア,歯科医院のような小規模なLAN,学校や企業の営業所のなどの中規模なLAN,企業や都道府県内の学校ネットワークなどの大規模なLANである。このようなLANの規模とは何をもとに考えたらよいのだろうか。"
353,"最も身近な家庭内のLANや学校のコンピュータ室のLANについて考えてみよう。家庭内のLANは何のために構成されているのだろうか。いくつかの情報機器がインターネットへの接続を必要としているのでそれをまとめるためにLANを構築していることもあれば,家庭内で録画してあるビデオや保存してある写真,ファイルなどを共有できるようにLANを構築していることなどが考えられるだろう。これらの家庭内のLANについては,既に外部への接続(ルータ等)の部分は確保されている場合もあれば,回線を契約して,必要な接続機器を設置してもらっていたり,携帯電話のキャリアやCATVが提供している機器などを導入していたりと様々な形態をとっていることもある。ルータ等のLANの内部と外部を分ける機器については,どのような役割を果たしているのか,IPアドレスや簡単なプロトコル,ファイアウォールなどとの関係などとともに生徒に理解させることが必要である。学校のコンピュータ室などでは,コンピュータ室のLANが学校内のLANの一部である場合や,コンピュータ室のLANが学校内のLANから独立している場合の違いにより,その仕組みや活用方法も異なってくることも理解が必要である。"
354,"さて,家庭内のLANに話を戻そう。家庭内のLANに接続している機器にはどのような機器があるだろうか。単なる情報機器だけではないだろう。パソコン,タブレット,スマートフォン,プリンタなどの情報機器だけでなく,テレビ,録画用のハードディスクレコーダ,電話,電子レンジなど,調べてみると,さまざまな機器があげられることだろう。またこれらを接続するためにハブや無線のアクセスポイントなどの機器もあるかもしれない。1つの家庭のLANに何台の機器が接続されているか。有線で接続されているか,無線で接続されているかを調べる実習などを,実際の生徒に課すことにより,家庭電化製品とインターネットとの関わり,IoT(Internet of Things)への理解を深めることができる。"
355,"同様に学校のコンピュータ室やコンビニエンスストア,レンタルCDショップ,歯科医院などの小規模な店舗についても考えてみる。学校のコンピュータ室に関しては,接続機器の台数は多いと考えるが,小規模な店舗などでは,家庭と同程度かまたはそれより少し多い機器が接続されているだけである。店舗や学校のコンピュータ室のように数十台までの接続機器が参加しているLANをここでは,小規模なLANと考えてみる。"
356,"この演習については,紙のワークシートに手書きで描いてもよいが,コンピュータを利用して描いてみることをお勧めする。一般的なワープロソフトウェアを利用してもよいが,draw.ioなどの専用のソフトウェアを使ってみるとよいだろう。"
357,"draw.ioは,このようなネットワークの図やフローチャートなどの流れ図などを描くことのできる無償のソフトウェアである。ダウンロードして使うバージョンもあるが,コンピュータへのフリーウェアなどのインストールの危険性を危惧するならば,Web版のdraw.ioを使用することをお勧めする。"
358,"Webブラウザまたはアプリケーションを開くと最初に図表2のような画面が表示されるので,言語を設定したのちに「新規ファイルを作成する」を選択して,始めることができる。"
359,"残念ながらパーツの選択に関して,検索は英語のみしかできないが,楽しみながら家庭内LANの図が書けると考える。"
360,"TCP/IPの4階層モデルについて説明する。インターネットの通信において,通信する際の規定を定めたものを通信プロトコル(略してプロトコルということもある)という。このプロトコルがあることで,相互に通信を行うことが可能になっている。TCP,IPv4,IPv6,DHCP,HTTP,SMTP,POPなど様々なプロトコルがインターネットの通信で用いられるが,これらは,4層のレイヤに分けて考えることができる。インターネットでアプリケーション同士が通信する際は,上位のアプリケーション層から下位の層に移動することで,通信手順が付加され,ネットワークインタフェース層で物理的な通信を行っていく。"
